     2.000      1.000      1.000      2.333      4.714      3.667      4.333      5.000 1617      1.000      8.000      6.000      9.000      4.000      4.000      0.000      0.000      0.000      1.000      4.000
     2.357      2.000      1.333      3.333      4.857      5.000      4.333      5.000  867      5.000      2.000      6.000      7.000      3.000      4.000      0.000      0.000      0.000      1.000      4.000
     1.929      2.000      1.000      2.500      1.929      2.000      1.000      2.500  130      2.000      2.000      6.000      6.000      3.000      3.000      1.000      0.000      0.000      0.000      1.000
     2.857      1.667      1.333      4.667      3.286      1.333      1.333      5.333 1302      1.000      0.000      6.000      7.000      5.000      5.000      0.999      0.001      0.000      0.000      1.000
     4.231      4.667      4.500      4.167      5.462      6.000      6.000      5.667  582      2.000      4.000      6.000      7.000      2.000      1.000      0.000      0.000      1.000      0.000      3.000
     4.643      5.000      4.333      5.333      4.643      6.000      3.000      6.000 1252      2.000      1.000      6.000      9.000      3.000      1.000      0.000      0.036      0.964      0.000      3.000
     2.429      2.000      1.000      3.833      4.077      4.667      1.000      5.833  827      7.000      0.000      6.000      7.000      5.000      5.000      0.000      0.003      0.000      0.997      4.000
     2.357      3.333      1.667      2.667      4.786      5.333      3.333      6.000 1305      3.000      5.000      6.000      7.000      4.000      3.000      0.000      0.001      0.000      0.999      4.000
     4.385      4.667      3.667      5.167      5.143      5.000      5.667      5.500  490      1.000      4.000      6.000      6.000      1.000      2.000      0.000      0.005      0.995      0.000      3.000
     4.071      2.000      3.000      5.333      4.071      2.000      3.000      5.333  664      2.000      1.000      6.000      6.000      3.000      3.000      0.000      1.000      0.000      0.000      2.000
     3.462      3.000      3.500      4.000      3.231      2.333      3.500      4.000  841      7.000      8.000      6.000      6.000      2.000      3.000      0.939      0.060      0.000      0.000      1.000
     2.167      1.333      1.000      3.600      4.538      4.667      4.667      5.000 1418      4.000      8.000      6.000      6.000      4.000      4.000      0.000      0.000      0.000      1.000      4.000
     4.857      5.333      2.667      5.333      4.857      5.667      3.333      5.333  151      3.000      6.000      6.000      6.000      2.000      2.000      0.000      0.314      0.686      0.000      3.000
     1.929      1.333      1.000      2.833      3.143      3.333      1.000      4.500  758      2.000      5.000      6.000      7.000      5.000      5.000      0.999      0.000      0.000      0.001      1.000
     4.143      4.000      3.667      4.500      4.929      5.000      5.333      4.667  518      2.000      1.000      6.000      6.000      4.000      3.000      0.000      0.446      0.554      0.000      3.000
     1.714      1.000      1.000      2.667      4.143      5.000      3.000      4.833 1641      1.000      1.000      6.000      6.000      4.000      4.000      0.000      0.000      0.000      1.000      4.000
     3.769      1.667      2.333      6.000      3.769      1.667      2.333      6.000 1281      2.000      1.000      6.000      6.000      3.000      4.000      0.000      1.000      0.000      0.000      2.000
     4.769      6.000      4.333      5.400      5.500      6.000      5.333      6.000  597      2.000      1.000      6.000      8.000      1.000      1.000      0.000      0.000      1.000      0.000      3.000
     1.714      1.333      1.000      2.500      2.071      2.000      1.000      2.833  772      1.000      0.000      6.000     10.000      5.000      4.000      1.000      0.000      0.000      0.000      1.000
     2.857      2.000      2.000      4.333      3.000      3.000      2.000      4.167  384      2.000      0.000      6.000      9.000      5.000      4.000      1.000      0.000      0.000      0.000      1.000
     4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000 1509      1.000      2.000      5.000      6.000      4.000      4.000      0.000      1.000      0.000      0.000      2.000
     4.857      5.333      3.333      5.167      4.857      5.333      3.333      5.167  740      1.000      4.000      5.000      7.000      1.000      4.000      0.000      0.175      0.825      0.000      3.000
     2.714      2.667      1.333      4.000      4.143      5.000      1.333      5.167 1236      7.000      9.000      5.000      7.000      3.000      3.000      0.001      0.140      0.000      0.859      4.000
     2.500      3.000      1.667      3.167      2.714      3.000      1.667      3.333  647      1.000      8.000      5.000      9.000      4.000      4.000      1.000      0.000      0.000      0.000      1.000
     2.929      1.333      1.667      4.500      5.538      6.000      6.000      6.000 1707      1.000      2.000      5.000     10.000      5.000      5.000      0.000      0.000      0.000      1.000      4.000
     3.000      3.000      2.000      4.500      4.154      5.000      3.333      5.400  957      2.000      9.000      5.000      8.000      4.000      3.000      0.000      0.819      0.000      0.181      2.000
     5.000      5.000      5.000      5.000      4.000      4.000      4.000      4.000  493      5.000      8.000      5.000      7.000      2.000      2.000      0.000      0.379      0.621      0.000      3.000
     3.429      4.667      1.333      4.167      4.429      6.000      2.000      5.167 1163      2.000      6.000      5.000      9.000      4.000      3.000      0.000      0.999      0.000      0.001      2.000
     4.077      3.667      4.000      4.333      4.000      4.333      3.667      4.500  520      2.000      6.000      5.000      6.000      3.000      2.000      0.000      0.999      0.001      0.000      2.000
     3.286      3.333      3.000      4.000      5.643      6.000      6.000      6.000  369      2.000      5.000      5.000      8.000      5.000      3.000      0.000      0.221      0.511      0.267      3.000
     4.500          *      2.000      6.000      6.000      6.000      6.000      6.000 1553      1.000      5.000      5.000      5.000      5.000      5.000      0.000      0.000      1.000      0.000      3.000
     4.000      4.333      2.333      5.333      4.571      5.667      2.000      5.000 1867      2.000      5.000      5.000      8.000      4.000      3.000      0.000      1.000      0.000      0.000      2.000
     2.923      2.333      1.667      3.333      3.714      4.333      1.667      4.500  774      2.000      5.000      5.000      7.000      4.000      3.000      0.641      0.038      0.000      0.321      1.000
     2.000      1.000      1.667      3.000      2.357      2.000      2.000      3.167  325      1.000      5.000      5.000      6.000      4.000      4.000      1.000      0.000      0.000      0.000      1.000
     4.786      4.000      4.000      5.167      6.000      6.000      6.000      6.000  166      1.000      5.000      5.000      5.000      4.000      3.000      0.000      0.000      1.000      0.000      3.000
     3.000      2.000      1.333      3.500      3.214      3.667      1.333      4.000 1335      3.000      4.000      5.000      7.000      4.000      4.000      1.000      0.000      0.000      0.000      1.000
     5.077      6.000      4.000      5.167      5.692      6.000      5.000      5.833 1467      2.000      4.000      5.000      5.000      1.000      1.000      0.000      0.000      1.000      0.000      3.000
     3.300      4.333      1.667      4.667      3.333      4.000      1.500      4.667 1870      2.000      3.000      5.000      7.000      4.000      4.000      0.013      0.987      0.000      0.000      2.000
     3.500      3.000      3.000      4.167      3.929      4.667      3.000      4.167  312      3.000      3.000      5.000      5.000      4.000      3.000      0.001      0.995      0.000      0.004      2.000
     4.571      2.667      4.667      5.333      5.429      4.667      5.667      5.667 1102      2.000      3.000      5.000      7.000      3.000      1.000      0.000      0.001      0.999      0.000      3.000
     3.929      3.333      3.333      5.167      4.143      3.333      3.667      5.500 1593      3.000      3.000      5.000      7.000      2.000      2.000      0.000      0.999      0.001      0.000      2.000
     2.214      1.333      1.333      3.333      5.643      6.000      6.000      6.000  680      7.000      2.000      5.000      8.000      5.000      5.000      0.000      0.000      0.000      1.000      4.000
     4.000      4.333      3.667      4.000      3.643      4.333      3.333      3.667 1523      3.000      2.000      5.000     10.000      3.000      3.000      0.000      1.000      0.000      0.000      2.000
     2.929      3.333      1.667      3.667      4.429      4.667      3.333      5.500 1359      1.000      2.000      5.000      6.000      3.000      3.000      0.000      0.320      0.000      0.680      4.000
     2.143      3.333      2.333      1.833      5.429      5.667      5.333      5.333 1225      4.000      1.000      5.000      7.000      5.000      5.000      0.000      0.000      0.000      1.000      4.000
     1.429      1.333      1.000      1.833      1.500      1.333      1.000      2.000 1380      2.000      1.000      5.000      7.000      5.000      5.000      1.000      0.000      0.000      0.000      1.000
     2.429      2.667      1.000      3.000      3.714      4.333      3.333      4.000 1201      1.000      1.000      5.000      5.000      5.000      5.000      0.560      0.001      0.000      0.439      1.000
     3.786      3.000      1.333      5.667      4.571      3.667      3.667      6.000  389      2.000      1.000      5.000      5.000      1.000      1.000      0.000      1.000      0.000      0.000      2.000
     5.000      5.000      5.000      4.833      5.000      5.333      5.333      4.500  427      1.000      0.000      5.000      6.000      5.000      5.000      0.000      0.000      1.000      0.000      3.000
     1.571      1.000      1.000      2.333      3.143      3.000      1.667      4.000  901      1.000      0.000      5.000      9.000      4.000      4.000      1.000      0.000      0.000      0.000      1.000
     3.071      2.333      3.667      3.333      3.929      4.667      3.333      4.333  652      1.000      0.000      5.000      7.000      4.000      4.000      0.021      0.399      0.000      0.579      4.000
     2.357      2.333      1.000      3.500      2.357      2.333      1.000      3.500  992      1.000      0.000      5.000      7.000      4.000      3.000      1.000      0.000      0.000      0.000      1.000
     3.571      3.333      3.333      4.333      4.357      4.667      4.000      5.000 1457      1.000      0.000      5.000      7.000      4.000      4.000      0.000      0.998      0.000      0.002      2.000
     1.929      2.000      2.000      2.167      4.357      4.333      3.000      5.167  568      1.000      0.000      5.000      6.000      4.000      5.000      0.000      0.000      0.000      1.000      4.000
     2.429      2.667      1.000      3.500      2.571      2.667      1.333      3.667  322      1.000      0.000      5.000      5.000      4.000      4.000      1.000      0.000      0.000      0.000      1.000
     2.000      4.667      1.000      1.500      1.643      4.000      1.000      1.000 1653      4.000      0.000      5.000      5.000      4.000      2.000      1.000      0.000      0.000      0.000      1.000
     3.286      3.000      3.333      3.333      3.500      3.000      4.000      3.667  486      3.000      0.000      5.000      9.000      3.000      2.000      0.964      0.035      0.000      0.001      1.000
     4.286      4.333      3.333      5.167      4.286      4.333      3.333      5.167 1469      1.000      0.000      5.000      9.000      3.000      2.000      0.000      0.991      0.009      0.000      2.000
     4.643      4.000      3.667      5.667      5.929      6.000      6.000      5.833  809      1.000      0.000      5.000      6.000      3.000      3.000      0.000      0.000      1.000      0.000      3.000
     2.214      2.667      1.667      2.333      4.000      4.000      2.667      5.333 1630      1.000      0.000      5.000      6.000      3.000      3.000      0.003      0.000      0.000      0.996      4.000
     4.500      3.000      4.000      6.000      4.500      3.000      4.000      6.000  868      1.000      0.000      5.000      5.000      3.000      3.000      0.000      0.731      0.269      0.000      2.000
     3.929      4.000      2.667      5.000      4.143      5.000      2.667      5.000 1423      1.000      0.000      5.000      5.000      3.000      2.000      0.000      1.000      0.000      0.000      2.000
     5.167      5.000      4.000      6.000      5.083      5.000      5.000      5.500  349      1.000      0.000      5.000      6.000      1.000      2.000      0.000      0.000      1.000      0.000      3.000
     1.000      1.000      1.000      1.000      4.571      6.000      1.000      6.000 1443      1.000      4.000      4.000      4.000      5.000      5.000      0.000      0.000      0.000      1.000      4.000
     1.000      1.000      1.000      1.000      3.786      5.000      1.333      5.000 1506      4.000      8.000      4.000     10.000      5.000      5.000      0.005      0.000      0.000      0.995      4.000
     2.857      1.333      1.667      4.333      3.071      2.667      1.667      4.167  554      2.000      4.000      4.000      6.000      5.000      4.000      1.000      0.000      0.000      0.000      1.000
     4.643      5.000      5.333      4.667      4.643      5.000      5.333      4.667  159      2.000      5.000      4.000      4.000      1.000      1.000      0.000      0.002      0.998      0.000      3.000
     2.538      3.000      1.667      2.500      3.308      3.667      1.500      3.833  806      2.000      3.000      4.000      5.000      2.000      2.000      1.000      0.000      0.000      0.000      1.000
     2.286      2.000      1.333      3.167      3.500      3.667      2.000      4.500  610      7.000      2.000      4.000     10.000      5.000      5.000      0.948      0.000      0.000      0.052      1.000
     4.111      5.000      1.000      5.000      5.308      5.667      5.500      5.167  934      4.000      2.000      4.000      4.000      4.000      3.000      0.000      0.750      0.250      0.000      2.000
     2.929      4.000      1.333      3.000      5.071      6.000      4.667      5.333  382      2.000      1.000      4.000      4.000      3.000      3.000      0.000      0.046      0.000      0.954      4.000
     3.857      4.667      2.667      4.000      4.000      5.000      3.000      4.000  996      2.000      8.000      4.000      5.000      2.000      1.000      0.000      1.000      0.000      0.000      2.000
     1.571      1.000      1.000      2.333      2.714      3.000      2.000      3.167 1628      2.000      6.000      4.000      8.000      3.000      4.000      1.000      0.000      0.000      0.000      1.000
     4.615      4.333      3.667      5.800      4.538      2.667      4.000      6.000 1766      2.000      6.000      4.000      7.000      1.000      1.000      0.000      0.521      0.479      0.000      2.000
     2.929      2.000      1.000      5.000      4.786      5.333      2.667      5.667  314      3.000      4.000      4.000      5.000      5.000      4.000      0.000      0.113      0.000      0.887      4.000
     2.000      1.667      1.333      2.833      5.643      6.000      6.000      6.000  559      7.000      3.000      4.000      7.000      4.000      4.000      0.000      0.000      0.000      1.000      4.000
     3.846      4.000      2.000      5.167      4.462      5.667      2.333      5.500 1344      2.000      2.000      4.000      7.000      4.000          *      0.000      1.000      0.000      0.000      2.000
     3.071      3.667      2.000      4.000      3.643      3.667      2.333      4.667 1721      2.000      2.000      4.000      4.000      1.000      1.000      0.098      0.892      0.000      0.010      2.000
     1.571      1.333      1.000      2.167      3.357      3.667      2.667      3.333  481      2.000      1.000      4.000     10.000      5.000      5.000      0.999      0.000      0.000      0.001      1.000
     4.857      5.000      4.667      4.667      3.846      4.333      3.500      4.333  776      1.000      1.000      4.000      9.000      4.000      3.000      0.000      0.870      0.130      0.000      2.000
     3.500      3.667      1.667      4.333      4.357      5.000      2.333      5.500  443      2.000      1.000      4.000      6.000      3.000      3.000      0.000      0.996      0.000      0.004      2.000
     3.429      3.000      2.333      4.333      5.286      5.667      5.333      5.667 1311      2.000      1.000      4.000      5.000      3.000      3.000      0.000      0.692      0.021      0.287      2.000
     4.462      4.667      4.500      4.667      5.286      5.333      5.333      5.500  507      7.000      1.000      4.000      6.000      1.000      1.000      0.000      0.001      0.999      0.000      3.000
     1.786      1.667      1.333      2.167      3.786      4.000      3.000      4.167 1725      1.000      0.000      4.000      8.000      5.000      5.000      0.380      0.000      0.000      0.620      4.000
     2.769      2.000      1.333      4.167      5.000      6.000      3.000      6.000  628      1.000      0.000      4.000      7.000      4.000      3.000      0.000      0.003      0.000      0.997      4.000
     5.429      5.333      4.333      5.833      4.643      4.000      4.000      5.500  686      1.000      0.000      4.000      7.000      4.000      3.000      0.000      0.001      0.999      0.000      3.000
     4.214      5.000      4.000      4.500      5.857      6.000      5.667      6.000  727      1.000      0.000      4.000      7.000      4.000      3.000      0.000      0.000      1.000      0.000      3.000
     2.071      2.000      1.000      2.833      2.071      2.000      1.000      2.833  875      1.000      0.000      4.000      6.000      4.000      3.000      1.000      0.000      0.000      0.000      1.000
     2.857      2.000      1.333      4.500      2.786      2.000      1.333      4.333  535      1.000      0.000      4.000      4.000      4.000      4.000      1.000      0.000      0.000      0.000      1.000
     3.769      4.000      2.000      4.333      4.286      5.667      1.667      5.167 1498      2.000      0.000      4.000      4.000      3.000      2.000      0.000      1.000      0.000      0.000      2.000
     4.900      5.000          *      5.600      6.000      6.000          *      6.000 1534      2.000      0.000      4.000      4.000      3.000      3.000      0.000      0.000      1.000      0.000      3.000
     4.769      5.000      5.500      5.167      5.357      5.000      5.667      5.500 1652      1.000      0.000      4.000      6.000      1.000      1.000      0.000      0.000      1.000      0.000      3.000
