1369	1	40	1	0	2	1	1	3	2	5	1	5	53	5	95200	1	1	5	5	4	5	1	999	999	999	4	4	5	5	5	5	5	5	5	5	1	999	999	2	5	5	5	5	5	5	6	5	5	5	1	999	999	2	5	5	5	5	5	5	5	5	1	2	1	1	2	2	1	1	5	5	5	5	5	3	1	1	2	2	5	4	5	5	5	5	2	2	4	1	1	2	2	2	6	4	5	6	999	6	6	4	6	4	3	1	5	5	4	5	5	5	5	5	6	5	5	5	5	4	4	3	4	4	3	4	3	3	4	3	4	4	4	5	3	4	4	3	3	3	3	5	3	3	3	2	5	3	2	2	4	4	4	4	2	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	21	21	0	0	0	0	1	3	3	2	2	3	2	1	1	4	1	5	7	7	9	8	9	9	8	9	9	9	8	9	8	9	8	9	8	9	8	9	9	9	9	1	2	2	7	9	0	0	0	0	1
1178	1	46	2	3	5	1	7	2	2	6	1	6	62	1	56100	2	3	1	1	1	1	1	1	1	999	999	999	999	999	999	999	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	6	6	6	1	5	5	5	5	5	5	5	5	5	4	3	1	1	1	1	1	2	1	2	3	3	3	3	3	3	3	3	3	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	1	1	2	1	1	1	1	1	1	1	1	1	1	1	5	1	1	4	1	1	1	1	1	1	1	5	5	5	4	3	1	1	2	5	2	2	2	1	3	2	4	5	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	20	20	0	365	365	365	365	5	5	5	5	1	1	5	5	1	5	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	999	999	7	9	0	1	1	1	9
1757	1	38	2	1	2	1	5	3	3	2	1	5	53	5	68040	3	5	4	6	6	2	3	1	1	1	4	6	6	6	999	6	2	4	999	1	6	1	1	1	5	6	6	5	6	999	6	6	6	6	6	1	1	1	5	6	6	6	6	6	6	5	2	6	1	1	2	6	1	5	6	6	6	6	6	6	3	1	5	4	2	6	4	6	6	999	6	6	6	999	6	6	4	4	7	5	1	2	6	6	3	4	5	5	1	3	6	6	6	6	6	5	6	6	6	6	6	6	6	6	5	4	5	5	4	4	2	4	1	4	5	3	5	4	4	1	5	1	5	1	4	3	3	4	5	999	5	4	5	5	5	5	4	4	5	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	20	24	0	0	0	201	300	5	5	5	5	4	5	5	1	5	999	7	9	9	9	9	9	9	9	4	9	9	9	5	9	9	9	9	9	7	9	9	9	4	2	1	3	4	7	9	0	0	0	1	9
939	2	30	2	1	5	1	4	3	3	6	1	6	65	3	16000	2	3	5	3	5	1	1	1	3	1	5	4	6	5	6	6	1	1	1	1	1	1	1	1	5	5	6	1	1	1	4	6	6	999	1	1	3	1	5	5	6	6	6	6	4	5	5	1	4	4	5	6	2	4	1	1	4	6	6	2	5	6	3	4	1	3	1	1	1	6	6	3	1	6	6	6	6	7	5	1	4	1	4	2	1	1	4	1	1	1	1	1	5	1	4	1	4	4	1	6	5	6	1	6	2	1	5	3	1	1	1	3	1	1	5	1	5	1	1	1	5	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	20	22	0	0	0	22	22	5	5	5	5	1	1	1	1	1	1	3	5	9	9	4	6	9	9	6	9	9	5	9	1	9	5	7	9	1	5	9	1	6	9	2	999	999	7	9	0	0	0	1	9
673	2	49	2	1	2	1	3	3	3	5	1	4	45	10	95540	1	1	2	2	2	999	1	999	2	2	4	4	3	4	3	3	1	2	1	5	1	2	1	2	4	3	4	3	3	2	4	4	3	5	1	2	1	2	4	3	4	3	3	2	1	5	5	1	1	5	4	1	1	6	1	1	3	1	1	1	6	1	1	6	4	4	4	4	4	4	4	4	4	6	5	5	5	5	5	4	4	1	1	1	4	1	4	4	2	1	4	3	3	3	3	3	2	2	5	4	4	4	2	4	4	4	4	4	1	4	2	2	3	2	4	4	4	4	4	4	4	3	2	2	4	4	1	1	4	2	1	2	2	4	1	3	1	1	3	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	20	20	0	0	0	15	15	4	3	4	4	3	3	4	4	3	3	5	5	9	5	5	5	2	6	5	5	5	3	5	5	5	1	7	7	5	7	6	6	6	5	2	999	999	7	9	0	0	0	1	8
326	2	21	2	0	2	1	4	3	3	3	1	5	55	3	77660	1	1	4	3	4	1	1	1	2	2	4	5	4	4	5	3	3	4	3	4	1	4	2	1	4	5	4	5	3	3	5	4	4	4	1	4	2	999	4	5	3	5	6	4	4	4	3	2	999	999	3	999	3	4	2	3	4	4	5	999	4	999	3	5	4	999	4	5	5	5	6	5	4	4	5	6	5	4	4	5	3	4	2	3	2	1	3	4	1	1	4	3	4	3	5	3	5	4	6	4	5	5	4	4	4	1	3	5	3	3	2	1	3	1	4	3	4	4	2	1	999	3	1	3	4	999	1	1	1	999	3	4	1	5	1	4	1	3	1	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	20	30	0	0	0	2	60	4	5	4	3	1	1	5	5	1	5	5	8	7	7	8	7	6	7	4	5	8	7	5	7	8	4	6	8	6	8	4	3	6	7	2	999	999	7	10	0	0	0	1	9
965	2	36	2	3	2	4	2	1	1	6	1	5	55	12	59221	3	4	4	2	3	3	4	1	2	2	6	2	5	5	4	4	4	3	2	1	3	3	3	3	5	5	3	5	4	4	4	3	3	1	2	3	4	3	5	3	3	5	4	5	4	6	3	5	2	2	2	6	4	3	5	4	5	4	5	5	4	4	4	5	4	4	5	2	1	2	2	2	3	6	4	4	4	5	6	6	5	5	5	6	3	4	5	5	5	6	5	5	5	5	5	5	4	4	5	5	6	4	4	5	4	1	2	4	2	2	5	4	2	4	4	3	4	3	4	1	4	2	4	1	3	2	999	5	4	5	5	5	5	1	3	3	4	4	5	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	20	20	0	0	0	0	20	3	4	3	4	4	4	3	3	4	2	6	7	8	8	8	6	8	8	8	8	8	6	8	7	8	7	9	8	8	7	8	7	8	6	1	1	3	7	9	0	0	0	0	8
1741	1	31	1	0	5	6	1	2	3	2	1	6	69	12	33180	4	7	5	5	5	4	1	1	2	1	2	3	3	3	3	3	4	4	2	3	1	1	3	1	5	4	4	1	4	4	5	5	5	3	2	1	3	2	5	4	4	1	4	4	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	4	4	1	4	3	4	4	3	3	3	3	3	4	6	4	4	4	3	3	3	4	4	3	4	3	3	4	2	3	3	4	3	3	3	3	1	3	4	3	4	2	2	3	3	1	2	4	4	1	1	1	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	20	40	0	0	0	0	0	5	5	5	5	1	1	1	1	1	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	2	999	999	7	10	0	0	0	0	0
219	2	39	2	2	2	1	1	3	2	3	1	5	55	3	56130	2	3	6	6	6	6	6	1	1	1	999	5	6	6	6	6	1	1	2	5	2	1	1	1	1	5	5	5	5	5	5	5	6	5	2	1	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	5	5	5	1	1	5	5	5	5	3	3	5	5	2	5	6	3	6	6	6	6	6	6	6	6	6	4	6	3	5	4	999	4	1	1	1	6	1	1	6	6	4	4	5	4	4	5	6	6	6	6	6	6	4	3	2	5	1	2	2	2	1	1	4	2	4	1	4	1	5	3	4	1	3	999	4	1	4	5	3	1	5	1	2	2	1	1	1	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	20	20	0	0	0	0	0	5	5	4	5	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	7	9	8	9	9	9	9	9	9	9	9	1	1	2	7	9	0	0	0	0	0
1278	2	41	2	2	2	1	1	3	3	4	2	3	37	3	24430	4	7	5	6	3	3	4	5	5	5	4	5	4	3	4	5	4	5	5	5	4	3	2	3	3	4	3	3	5	3	5	4	6	6	4	3	2	5	6	5	6	6	6	999	4	6	5	6	6	5	5	4	4	4	5	6	6	4	2	3	4	3	4	3	5	4	5	4	4	3	5	5	4	5	2	3	4	4	3	3	3	4	5	4	5	3	4	6	4	3	3	4	6	5	3	2	4	3	3	2	4	5	3	6	3	5	2	3	2	3	5	4	3	4	4	4	5	3	5	2	3	3	5	1	2	4	2	3	4	4	3	5	4	3	5	4	3	2	5	4	5	4	3	3	4	5	4	4	5	5	4	4	3	5	2	20	30	0	0	0	0	0	4	4	3	3	4	3	4	5	999	4	4	6	5	7	8	6	7	7	8	7	7	7	6	6	7	8	7	8	8	8	9	7	6	6	2	999	999	7	10	0	0	0	0	0
895	2	45	1	2	2	1	1	3	3	6	1	5	52	10	77270	1	1	5	4	4	1	1	1	1	1	4	5	3	3	4	2	2	2	2	6	1	2	5	1	2	6	3	2	6	2	5	5	5	5	1	5	3	2	3	5	5	4	6	4	5	5	3	3	2	2	1	4	1	3	3	4	4	5	6	5	3	3	2	5	3	3	3	3	3	3	3	3	3	3	3	3	3	1	6	6	5	3	5	3	4	1	5	5	2	2	5	5	3	3	5	2	2	5	5	5	5	5	5	5	5	4	2	4	1	3	3	2	3	1	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	1	4	2	2	2	1	1	3	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	20	20	0	0	0	0	0	4	4	4	4	1	4	1	4	2	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	2	999	999	7	9	0	0	0	0	0
