     3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      6.000      3.000      3.000      3.000      6.000      6.000      6.000      3.000      3.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      5.000      1.000      7.000     10.000      5.000      4.000 1342      5.000      1.000      7.000     10.000      5.000      4.000     -0.666      0.306     -0.262      0.613      0.740      0.594     -0.521      0.542      1.124      0.341      0.185      0.529     -0.014      0.557     -0.125      0.639      0.459      0.413      3.445      0.463      1.682      0.370
     6.000      6.000      6.000      5.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      5.000      6.000      6.000      5.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      1.000      1.000      7.000     10.000      1.000      1.000 1135      1.000      1.000      7.000     10.000      1.000      1.000      1.518      0.306      0.166      0.613      1.283      0.594      0.314      0.542      1.249      0.341     -0.417      0.529      1.012      0.557      0.113      0.639     -0.130      0.413      3.175      0.463     -1.242      0.370
     3.000      3.000      3.000      1.000      2.000      1.000          *      4.000      4.000      5.000      6.000      2.000      4.000      4.000      4.000      1.000      2.000      4.000      4.000      5.000      5.000      5.000      6.000      2.000      1.000      0.000      7.000     10.000      5.000      3.000 1173      1.000      0.000      7.000     10.000      5.000      3.000     -0.544      0.307     -0.598      0.615     -0.740      0.596      0.134      0.587     -0.507      0.342     -0.722      0.530     -0.407      0.557      0.345      0.644     -0.376      0.413      3.386      0.463      1.142      0.370
     3.000      1.000      2.000      1.000      2.000          *      5.000      3.000      5.000      5.000      4.000      3.000      5.000      4.000      4.000      4.000      6.000          *      6.000      5.000      6.000      5.000      5.000      5.000      1.000      0.000      7.000     10.000      4.000      4.000  871      1.000      0.000      7.000     10.000      4.000      4.000     -0.713      0.310     -1.268      0.620      0.138      0.671      0.188      0.542      0.185      0.343     -0.690      0.532      0.826      0.638      0.258      0.640     -0.350      0.413      3.411      0.463      1.464      0.370
     1.000      1.000      1.000      1.000      1.000      1.000      3.000      5.000      1.000      1.000      5.000      1.000      1.000      1.000      1.000      1.000      1.000      1.000      3.000      3.000      2.000      1.000      4.000      1.000      1.000      0.000      7.000     10.000      3.000      4.000  444      1.000      0.000      7.000     10.000      3.000      4.000     -1.926      0.306     -0.819      0.613     -0.112      0.594      0.296      0.542     -2.904      0.341     -1.514      0.529     -0.006      0.557      0.274      0.639     -0.401      0.413      3.442      0.463      1.215      0.370
     5.000      5.000      5.000      2.000      4.000      2.000      4.000      5.000      5.000      4.000      6.000      6.000      5.000      5.000      5.000      2.000      5.000      2.000      5.000      5.000      5.000      5.000      6.000      6.000      2.000      0.000      7.000     10.000      1.000      1.000 1497      2.000      0.000      7.000     10.000      1.000      1.000      0.744      0.306      0.292      0.613     -0.848      0.594     -0.324      0.542      0.544      0.341     -0.311      0.529     -0.706      0.557     -0.319      0.639     -0.254      0.413      3.182      0.463     -1.162      0.370
     4.000      4.000      5.000      2.000      2.000      2.000      5.000      4.000      5.000      4.000      3.000      3.000      5.000      5.000      5.000      4.000      4.000      2.000      5.000      4.000      5.000      4.000      5.000      4.000      5.000      7.000      7.000     10.000      3.000      2.000  209      5.000      7.000      7.000     10.000      3.000      2.000     -0.287      0.306      0.790      0.613     -0.113      0.594     -0.402      0.542     -0.133      0.341      0.311      0.529     -0.082      0.557     -0.682      0.639      1.956      0.413      3.415      0.463      0.027      0.370
     6.000      6.000      5.000      1.000      6.000      6.000      5.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      5.000      5.000      6.000      6.000      5.000      6.000      6.000      6.000      6.000      6.000      2.000      0.000      7.000      9.000      2.000      1.000  498      2.000      0.000      7.000      9.000      2.000      1.000      1.337      0.306      0.067      0.613      0.440      0.594      0.347      0.542      1.183      0.341     -0.244      0.529      0.876      0.557      0.068      0.639     -0.296      0.413      2.786      0.463     -0.931      0.370
     5.000      6.000      6.000      5.000      6.000      5.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      5.000      5.000      5.000      6.000      4.000      6.000      5.000      6.000      5.000      5.000      5.000      1.000      0.000      7.000      9.000      1.000      1.000 1727      1.000      0.000      7.000      9.000      1.000      1.000      1.510      0.306     -0.132      0.613      0.880      0.594      0.126      0.542      0.559      0.341     -0.092      0.529      0.892      0.557     -0.054      0.639     -0.435      0.413      2.740      0.463     -1.248      0.370
     5.000      5.000      5.000          *          *      2.000      5.000      5.000      5.000      5.000      5.000      5.000      6.000      5.000      5.000          *          *      2.000      5.000      5.000      5.000      5.000      5.000      5.000      1.000      1.000      7.000      9.000      3.000      2.000 1369      1.000      1.000      7.000      9.000      3.000      2.000      0.494      0.314      0.542      0.622     -0.600      0.718     -0.005      0.547      0.113      0.349      0.476      0.534     -0.488      0.684     -0.062      0.647     -0.134      0.413      2.844      0.463     -0.113      0.370
     1.000      1.000      1.000      1.000      1.000      1.000      1.000      1.000      1.000      1.000      1.000      1.000      5.000      6.000      6.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      7.000      9.000      7.000      9.000      5.000      5.000 1178      7.000      9.000      7.000      9.000      5.000      5.000     -2.294      0.306     -0.315      0.613      0.539      0.594     -1.737      0.542      0.598      0.341      0.445      0.529      0.589      0.557     -1.185      0.639      2.810      0.413      3.272      0.463      2.432      0.370
     2.000      4.000          *      1.000      1.000      1.000      5.000      6.000      6.000      5.000      6.000          *      6.000      6.000      6.000      1.000      1.000      1.000      5.000      6.000      6.000      6.000      6.000      6.000      5.000      9.000      7.000      9.000      5.000      5.000 1757      5.000      9.000      7.000      9.000      5.000      5.000     -0.197      0.357     -1.038      0.658     -1.434      0.615      1.346      0.555      0.822      0.346      0.521      0.535     -2.272      0.559      0.274      0.646      2.503      0.413      3.216      0.463      2.112      0.372
     1.000      1.000      1.000      1.000      1.000      1.000      5.000      5.000      6.000      1.000      1.000      1.000      4.000      6.000      6.000      1.000      3.000      1.000      5.000      5.000      6.000      6.000      6.000      6.000      4.000      9.000      7.000      9.000      5.000      5.000  939      4.000      9.000      7.000      9.000      5.000      5.000     -2.208      0.306     -0.260      0.613      0.416      0.594      1.330      0.542      0.738      0.341     -0.117      0.529     -1.815      0.557     -0.168      0.639      2.520      0.413      3.297      0.463      2.387      0.370
     1.000      2.000      1.000      2.000      1.000      2.000      4.000      3.000      4.000      3.000      3.000      2.000      4.000      4.000      3.000      2.000      1.000      2.000      4.000      3.000      4.000      3.000      3.000      2.000      3.000      8.000      7.000      9.000      4.000      4.000  673      3.000      8.000      7.000      9.000      4.000      4.000     -1.306      0.306     -1.153      0.613      0.125      0.594     -0.463      0.542     -1.598      0.341      0.227      0.529     -0.192      0.557     -0.805      0.639      1.961      0.413      3.145      0.463      1.500      0.370
     3.000      4.000      3.000      4.000      2.000      1.000      4.000      5.000      4.000      5.000      3.000      3.000      5.000      4.000      4.000      4.000      2.000          *      4.000      5.000      3.000      5.000      6.000      4.000      4.000      9.000      7.000     10.000      4.000      4.000  326      4.000      9.000      7.000     10.000      4.000      4.000     -0.549      0.307     -0.088      0.613      0.129      0.596     -0.074      0.542     -0.295      0.342     -0.336      0.530     -0.471      0.609     -0.424      0.640      2.366      0.413      3.577      0.463      1.318      0.370
     4.000      3.000      2.000      3.000      3.000      3.000      5.000      5.000      3.000      5.000      4.000      4.000      4.000      3.000      3.000      3.000      4.000      3.000      5.000      3.000      3.000      5.000      4.000      5.000      2.000      8.000      7.000      9.000      3.000      3.000  965      2.000      8.000      7.000      9.000      3.000      3.000     -0.322      0.306     -0.672      0.613      0.636      0.594     -0.099      0.542     -0.769      0.341     -0.789      0.529      0.508      0.557     -0.940      0.639      1.822      0.413      3.100      0.463      0.558      0.370
     4.000      4.000      2.000      1.000      3.000      1.000      5.000      4.000      4.000      1.000      4.000      4.000      5.000      5.000      5.000      1.000      3.000      2.000      5.000      4.000      4.000      1.000      4.000      4.000      1.000      0.000      7.000     10.000      5.000      5.000 1741      1.000      0.000      7.000     10.000      5.000      5.000     -0.839      0.306      0.471      0.613     -0.442      0.594      0.112      0.542     -1.118      0.341      1.364      0.529     -0.296      0.557      0.023      0.639     -0.346      0.413      3.385      0.463      2.107      0.370
     1.000      1.000      2.000      1.000      1.000      1.000      1.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      6.000      1.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      1.000      0.000      7.000      9.000      5.000      4.000  219      1.000      0.000      7.000      9.000      5.000      4.000     -0.346      0.306     -2.411      0.613     -1.212      0.594     -0.298      0.542      0.377      0.341      0.065      0.529     -0.091      0.557     -0.395      0.639     -0.362      0.413      3.001      0.463      1.778      0.370
     4.000      5.000      5.000      3.000      2.000      3.000      3.000      4.000      3.000      3.000      5.000      3.000      5.000      4.000      6.000      3.000      2.000      5.000      6.000      5.000      6.000      6.000      6.000          *      1.000      0.000      7.000     10.000      4.000      3.000 1278      1.000      0.000      7.000     10.000      4.000      3.000     -0.253      0.307      0.725      0.614      0.110      0.594     -0.789      0.543      0.681      0.351     -0.592      0.529     -0.155      0.559     -0.212      0.639     -0.324      0.413      3.349      0.463      0.739      0.370
     2.000      2.000      2.000      2.000      5.000      1.000      2.000      6.000      3.000      2.000      6.000      2.000      5.000      5.000      5.000      5.000      3.000      2.000      3.000      5.000      5.000      4.000      6.000      4.000      1.000      0.000      7.000      9.000      4.000      4.000  895      1.000      0.000      7.000      9.000      4.000      4.000     -1.049      0.306     -0.848      0.613      0.227      0.594      0.513      0.542     -0.065      0.341      0.145      0.529     -0.321      0.557     -0.155      0.639     -0.303      0.413      2.995      0.463      1.480      0.370
     2.000      2.000      2.000      2.000      2.000      2.000      4.000      4.000      4.000      5.000      5.000      2.000      2.000      2.000      2.000      2.000      2.000      2.000      4.000      4.000      4.000      5.000      5.000      2.000      1.000      0.000      7.000      9.000      2.000      5.000 1245      1.000      0.000      7.000      9.000      2.000      5.000     -0.762      0.306     -1.444      0.613      0.057      0.594      0.047      0.542     -1.300      0.341     -2.075      0.529     -0.092      0.557      0.020      0.639     -0.412      0.413      3.056      0.463      1.254      0.370
     6.000      6.000      6.000      5.000      5.000      4.000      4.000      5.000      5.000      5.000      5.000      5.000      5.000      6.000      6.000      5.000      5.000      5.000      4.000      5.000      5.000      5.000      5.000      5.000      2.000      0.000      7.000      9.000      2.000      2.000 1847      2.000      0.000      7.000      9.000      2.000      2.000      0.967      0.306      0.860      0.613      0.800      0.594     -0.620      0.542      0.427      0.341      0.439      0.529      0.980      0.557     -0.619      0.639     -0.282      0.413      2.800      0.463     -0.469      0.370
     5.000      5.000      5.000      1.000      4.000      3.000      6.000      6.000      5.000      6.000      6.000      5.000      3.000      5.000      1.000      1.000      6.000      4.000      3.000      3.000      6.000      4.000      6.000      4.000      1.000      0.000      7.000      9.000      3.000      3.000 1255      1.000      0.000      7.000      9.000      3.000      3.000      0.756      0.306     -0.035      0.613     -0.425      0.594      0.623      0.542     -0.375      0.341     -1.685      0.529      0.153      0.557     -0.329      0.639     -0.438      0.413      2.960      0.463      0.300      0.370
     3.000      4.000      4.000      5.000      5.000      4.000      5.000      5.000      5.000      5.000      5.000      5.000      4.000      4.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      6.000      5.000      7.000      9.000      4.000      4.000  645      6.000      5.000      7.000      9.000      4.000      4.000      0.422      0.306     -1.148      0.613      1.265      0.594      0.060      0.542      0.238      0.341     -0.913      0.529      1.082      0.557     -0.364      0.639      1.494      0.413      3.121      0.463      1.236      0.370
     2.000      2.000      2.000      1.000      1.000          *      2.000      5.000      2.000      1.000      2.000      1.000      5.000      5.000      5.000      1.000      5.000          *      3.000      5.000      5.000      1.000      2.000      4.000      7.000      9.000      7.000      8.000      5.000      5.000 1188      7.000      9.000      7.000      8.000      5.000      5.000     -2.109      0.310      0.644      0.620      0.184      0.671      0.375      0.542     -1.382      0.343      1.833      0.532      0.325      0.638      0.535      0.640      2.683      0.413      2.792      0.463      2.290      0.370
     4.000      2.000      2.000          *      3.000      1.000      4.000      3.000      3.000      2.000      3.000      3.000      6.000      6.000      6.000      5.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      7.000      9.000      7.000      9.000      4.000      4.000  757      7.000      9.000      7.000      9.000      4.000      4.000     -1.249      0.307      0.286      0.614      0.551      0.628     -0.183      0.542      1.294      0.341      0.132      0.529      0.660      0.557     -0.139      0.639      2.765      0.413      3.198      0.463      1.478      0.370
     1.000      1.000      2.000      1.000      2.000      1.000      2.000      2.000      2.000      1.000      2.000      1.000      4.000      3.000      5.000      1.000      2.000      1.000      3.000      4.000      2.000      3.000      6.000      5.000      7.000      9.000      7.000      9.000      5.000      5.000  521      7.000      9.000      7.000      9.000      5.000      5.000     -2.112      0.306     -0.199      0.613      0.341      0.594     -1.156      0.542     -0.828      0.341     -0.052      0.529     -1.120      0.557     -1.198      0.639      2.789      0.413      3.290      0.463      2.297      0.370
     4.000      4.000      2.000          *      1.000      2.000      5.000      5.000      5.000      5.000      5.000      4.000      2.000      6.000      5.000          *      1.000      2.000      5.000      5.000      5.000      5.000      5.000      4.000      3.000      8.000      7.000      8.000      4.000      4.000  930      3.000      8.000      7.000      8.000      4.000      4.000     -0.203      0.309     -0.576      0.616     -0.738      0.653      0.568      0.545     -0.160      0.344     -0.404      0.531     -1.068      0.616     -0.028      0.644      1.925      0.413      2.745      0.463      1.255      0.370
     4.000      2.000      2.000      3.000      3.000      2.000      4.000      5.000      2.000      6.000      6.000      1.000      5.000      5.000      2.000      4.000      5.000      3.000      5.000      5.000      6.000      2.000      6.000      6.000      1.000      2.000      7.000      9.000      5.000      5.000 1128      1.000      2.000      7.000      9.000      5.000      5.000     -0.832      0.306     -0.643      0.613      0.574      0.594      0.785      0.542     -0.332      0.341     -0.207      0.529      0.355      0.557      0.980      0.639      0.140      0.413      3.078      0.463      2.141      0.370
     2.000      2.000      2.000      1.000      2.000      2.000      3.000      5.000      5.000      2.000      5.000      3.000      1.000      2.000      2.000      1.000      2.000      2.000      3.000      5.000      5.000      2.000      5.000      2.000      2.000      2.000      7.000      8.000      3.000      3.000 1238      2.000      2.000      7.000      8.000      3.000      3.000     -0.922      0.306     -0.991      0.613     -0.308      0.594      0.615      0.542     -1.588      0.341     -2.098      0.529     -0.354      0.557      0.957      0.639      0.169      0.413      2.636      0.463      0.546      0.370
     2.000      3.000      2.000      2.000      2.000      2.000      2.000      4.000      5.000      4.000      2.000      3.000      5.000      5.000      5.000      4.000      5.000      5.000      5.000      4.000      5.000      5.000      4.000      5.000      1.000      0.000      7.000     10.000      5.000      5.000  557      1.000      0.000      7.000     10.000      5.000      5.000     -0.817      0.306     -0.897      0.613      0.270      0.594     -0.804      0.542      0.080      0.341      0.130      0.529      0.923      0.557     -0.935      0.639     -0.307      0.413      3.449      0.463      2.236      0.370
     2.000      3.000      2.000      1.000      2.000      3.000      5.000      2.000      4.000      4.000      3.000      4.000      4.000      5.000      6.000      1.000      3.000          *      5.000      6.000      6.000      6.000      6.000      6.000      1.000      0.000      7.000     10.000      3.000      4.000  821      1.000      0.000      7.000     10.000      3.000      4.000     -0.654      0.307     -0.966      0.613     -0.012      0.596     -0.349      0.542      0.836      0.342     -0.725      0.530     -1.056      0.609     -0.068      0.640     -0.280      0.413      3.391      0.463      1.117      0.370
         *      3.000          *      4.000      2.000      2.000      4.000      5.000      5.000      3.000      6.000      4.000      2.000      4.000      4.000      4.000      4.000      4.000      4.000      3.000      3.000      6.000      6.000      4.000      1.000      0.000      7.000      8.000      3.000      2.000 1062      1.000      0.000      7.000      8.000      3.000      2.000     -0.173      0.314     -1.014      0.729      0.133      0.594     -0.197      0.546     -0.247      0.342     -1.640      0.531      0.497      0.558     -1.358      0.640     -0.379      0.413      2.554      0.463      0.071      0.373
     3.000      3.000      4.000      1.000      4.000      3.000      3.000      2.000      3.000      3.000      4.000      3.000      3.000      1.000      3.000      2.000      3.000      2.000      3.000      3.000      4.000      3.000      3.000      2.000      2.000      6.000      7.000      9.000      3.000      4.000 1375      2.000      6.000      7.000      9.000      3.000      4.000     -0.538      0.306     -0.264      0.613      0.329      0.594     -1.513      0.542     -1.845      0.341     -1.068      0.529      0.543      0.557     -0.933      0.639      1.241      0.413      3.094      0.463      0.952      0.370
     2.000      1.000      1.000      1.000      1.000      1.000      6.000      6.000      1.000      1.000      1.000      1.000      6.000      6.000      6.000      1.000      5.000      1.000      6.000      6.000      6.000      6.000      6.000      5.000      7.000      2.000      7.000     10.000      5.000      5.000 1524      7.000      2.000      7.000     10.000      5.000      5.000     -2.523      0.306      0.616      0.613      0.605      0.594      1.739      0.542      0.770      0.341      0.524      0.529     -1.430      0.557      0.809      0.639      1.066      0.413      3.568      0.463      2.409      0.370
     5.000      5.000      5.000      1.000          *      5.000      5.000      5.000      6.000      5.000      6.000      5.000      6.000      5.000      5.000      1.000          *      4.000      5.000      5.000      6.000      5.000      5.000      5.000      1.000      0.000      7.000      7.000      1.000      1.000  356      1.000      0.000      7.000      7.000      1.000      1.000      0.805      0.310      0.167      0.617     -0.255      0.633      0.164      0.543      0.266      0.344      0.290      0.531     -0.354      0.598      0.142      0.640     -0.450      0.413      1.936      0.463     -1.210      0.370
     1.000      1.000      1.000      1.000      1.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      2.000      2.000      2.000      2.000      2.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      7.000      6.000      7.000      1.000      3.000  925      4.000      7.000      6.000      7.000      1.000      3.000     -1.265      0.306     -1.501      0.613      0.278      0.594     -0.578      0.542     -1.162      0.341     -1.931      0.529      0.226      0.557     -0.303      0.639      1.733      0.413      2.185      0.463      0.095      0.370
     2.000      1.000      2.000      1.000      1.000      1.000      2.000      2.000      2.000      1.000      1.000      1.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      1.000      7.000      6.000      9.000      5.000      5.000  555      1.000      7.000      6.000      9.000      5.000      5.000     -2.190      0.306      0.301      0.613      0.601      0.594     -1.045      0.542      0.296      0.341      0.029      0.529      0.835      0.557     -0.577      0.639      1.544      0.413      3.081      0.463      2.341      0.370
         *      3.000      3.000      1.000      1.000      1.000      3.000      5.000      2.000      6.000      6.000      6.000          *      5.000      5.000      5.000      4.000      1.000      5.000      5.000      6.000      6.000      6.000      6.000      7.000      9.000      6.000      7.000      4.000      4.000  306      7.000      9.000      6.000      7.000      4.000      4.000      0.182      0.307     -1.460      0.671     -1.590      0.594     -0.338      0.542      0.985      0.342     -0.647      0.582     -1.030      0.558     -0.799      0.640      2.645      0.413      2.283      0.463      1.268      0.371
     3.000      5.000      4.000      1.000      1.000      1.000      6.000      6.000      5.000      6.000      6.000      4.000      3.000      3.000      3.000      1.000      1.000      1.000          *      3.000      4.000      3.000      2.000      1.000      7.000      3.000      6.000      8.000      4.000      4.000  788      7.000      3.000      6.000      8.000      4.000      4.000      0.202      0.307     -0.473      0.614     -1.442      0.594      0.766      0.545     -2.278      0.343      0.083      0.530     -0.159      0.558      0.033      0.642      0.961      0.413      2.530      0.463      1.150      0.370
     3.000      6.000      4.000      1.000      4.000      3.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      1.000      6.000      5.000      6.000      6.000      6.000      6.000      6.000      6.000      5.000      7.000      6.000      9.000      4.000      2.000  769      5.000      7.000      6.000      9.000      4.000      2.000      0.857      0.306     -0.819      0.613     -0.658      0.594      0.853      0.542      1.220      0.341      0.022      0.529     -0.374      0.557      0.215      0.639      1.900      0.413      2.909      0.463      0.245      0.370
     2.000      4.000      2.000      1.000      5.000      2.000      3.000      3.000      3.000      4.000      6.000      2.000      2.000      4.000      2.000      1.000      5.000      2.000      3.000      3.000      3.000      4.000      6.000      4.000      3.000      7.000      6.000      8.000      3.000      3.000 1096      3.000      7.000      6.000      8.000      3.000      3.000     -0.526      0.306     -1.069      0.613      0.152      0.594     -0.965      0.542     -0.862      0.341     -1.512      0.529     -0.215      0.557     -1.313      0.639      1.660      0.413      2.602      0.463      0.543      0.370
     1.000      1.000      1.000      1.000      2.000      2.000      2.000      3.000      4.000      1.000      3.000      1.000      6.000      5.000      5.000      4.000      5.000      4.000      3.000      4.000      5.000      5.000      4.000      3.000      5.000      8.000      6.000      7.000      4.000      4.000  922      5.000      8.000      6.000      7.000      4.000      4.000     -1.845      0.306     -0.775      0.613      0.581      0.594     -0.492      0.542     -0.257      0.341      0.748      0.529      0.588      0.557     -1.100      0.639      2.232      0.413      2.242      0.463      1.606      0.370
     1.000      1.000      1.000      1.000      1.000      1.000          *      6.000      2.000      1.000      6.000      1.000      5.000      5.000      6.000      1.000      5.000      2.000          *      6.000      6.000      3.000      6.000      5.000      1.000      7.000      6.000     10.000      1.000      5.000  565      1.000      7.000      6.000     10.000      1.000      5.000     -1.913      0.307     -0.711      0.615     -0.188      0.597      1.769      0.594      0.133      0.343      0.443      0.530     -0.990      0.558      1.173      0.660      1.552      0.413      3.376      0.463      1.267      0.370
     2.000      1.000      1.000      1.000      1.000      1.000      1.000      2.000      2.000      2.000      3.000      1.000      6.000      6.000      6.000      1.000      1.000      2.000      2.000      6.000      6.000      6.000      6.000      6.000      3.000      4.000      6.000      8.000      4.000      3.000 1184      3.000      4.000      6.000      8.000      4.000      3.000     -1.961      0.306     -0.144      0.613     -0.256      0.594     -0.683      0.542      0.690      0.341      0.739      0.529     -2.067      0.557     -0.424      0.639      1.044      0.413      2.515      0.463      1.073      0.370
     4.000      5.000      2.000      2.000      2.000      3.000      5.000      6.000      5.000      5.000      6.000      6.000      5.000      5.000      4.000      2.000      2.000      4.000      6.000      6.000      6.000      6.000      6.000      6.000      1.000      4.000      6.000      9.000      3.000      3.000 1033      1.000      4.000      6.000      9.000      3.000      3.000      0.402      0.306     -0.879      0.613     -0.713      0.594      0.875      0.542      0.772      0.341     -0.892      0.529     -0.900      0.557      0.617      0.639      0.646      0.413      2.882      0.463      0.446      0.370
     2.000      5.000      3.000      2.000      2.000      1.000      2.000      4.000      2.000      3.000      2.000      3.000      4.000      3.000      2.000      3.000      2.000      1.000      3.000      3.000      5.000      4.000      5.000      4.000      2.000      2.000      6.000      9.000      4.000      4.000  798      2.000      2.000      6.000      9.000      4.000      4.000     -0.855      0.306      0.198      0.613     -0.323      0.594     -1.305      0.542     -0.719      0.341     -1.279      0.529     -0.699      0.557     -1.141      0.639      0.285      0.413      2.961      0.463      1.260      0.370
